region_code,region_name,legal_dong,apt_name,area,floor,deal_amount,deal_year,deal_month,deal_day,build_year,deal_type
11650,서초구,반포동,아이파크서초구,60.84,15,170607,2026,1,14,2005,중개거래
11650,서초구,서초동,래미안서초구,114.22,7,360540,2026,1,9,2012,직거래
11650,서초구,반포동,아이파크서초구,85.66,8,247109,2026,1,23,2012,직거래
11650,서초구,반포동,래미안서초구,113.53,15,318783,2026,1,4,2012,직거래
11650,서초구,서초동,푸르지오서초구,114.08,16,354276,2026,1,8,2022,중개거래
11650,서초구,반포동,래미안서초구,84.28,9,252791,2026,1,25,2022,직거래
11650,서초구,서초동,아이파크서초구,114.03,19,273974,2026,1,22,2022,중개거래
11650,서초구,서초동,푸르지오서초구,84.98,11,233272,2026,1,28,2012,중개거래
11650,서초구,서초동,래미안서초구,114.27,11,372051,2026,1,24,2022,직거래
11650,서초구,반포동,푸르지오서초구,85.88,2,274152,2026,1,5,2018,중개거래
11650,서초구,반포동,자이서초구,84.1,14,278406,2026,1,28,2012,중개거래
11650,서초구,서초동,래미안서초구,85.46,11,227760,2026,1,28,2022,직거래
11650,서초구,반포동,아이파크서초구,114.94,3,363133,2026,1,8,2018,중개거래
11650,서초구,반포동,푸르지오서초구,113.68,6,384051,2026,1,23,2018,중개거래
11650,서초구,서초동,힐스테이트서초구,59.55,14,146258,2026,1,5,2012,직거래
11650,서초구,반포동,래미안서초구,114.86,20,296354,2026,1,28,2022,중개거래
11650,서초구,서초동,힐스테이트서초구,85.73,15,218010,2026,1,9,2005,직거래
11650,서초구,서초동,힐스테이트서초구,85.26,19,218080,2026,1,10,2022,직거래
11650,서초구,서초동,푸르지오서초구,85.59,4,222468,2026,1,8,2022,직거래
11650,서초구,반포동,푸르지오서초구,114.09,9,353602,2026,1,1,2005,직거래
11650,서초구,서초동,자이서초구,85.45,21,224747,2026,1,7,2018,중개거래
11650,서초구,반포동,힐스테이트서초구,113.69,15,344204,2026,1,2,2018,중개거래
11650,서초구,서초동,자이서초구,60.72,7,165564,2026,1,5,2018,직거래
11650,서초구,서초동,힐스테이트서초구,59.41,24,191591,2026,1,28,2018,중개거래
11650,서초구,반포동,푸르지오서초구,85.83,18,218062,2026,1,12,2005,직거래
11650,서초구,서초동,힐스테이트서초구,59.43,19,149974,2026,1,13,2018,중개거래
11650,서초구,서초동,아이파크서초구,113.97,8,276374,2026,1,21,2005,직거래
11650,서초구,반포동,래미안서초구,114.1,2,320438,2026,1,10,2022,중개거래
11650,서초구,서초동,푸르지오서초구,59.37,12,174400,2026,1,22,2022,중개거래
11650,서초구,서초동,힐스테이트서초구,85.21,2,275542,2026,1,23,2018,중개거래
11650,서초구,서초동,래미안서초구,84.79,22,223514,2026,1,12,2018,중개거래
11650,서초구,서초동,래미안서초구,84.45,22,284451,2026,1,7,2005,중개거래
11650,서초구,반포동,래미안서초구,84.39,25,213155,2026,1,18,2012,중개거래
11650,서초구,반포동,힐스테이트서초구,59.56,5,151724,2026,1,5,2018,중개거래
11650,서초구,반포동,힐스테이트서초구,60.22,8,146085,2026,1,19,2018,중개거래
11650,서초구,서초동,아이파크서초구,59.43,4,150167,2026,1,24,2005,직거래
11650,서초구,반포동,푸르지오서초구,85.46,17,248953,2026,1,8,2005,직거래
11710,송파구,문정동,푸르지오송파구,85.19,14,155724,2026,1,22,2005,직거래
11710,송파구,잠실동,힐스테이트송파구,115.32,20,215202,2026,1,5,2005,중개거래
11710,송파구,문정동,푸르지오송파구,85.15,20,198126,2026,1,17,2018,직거래
11710,송파구,잠실동,아이파크송파구,114.71,24,216718,2026,1,28,2012,직거래
11710,송파구,문정동,푸르지오송파구,85.68,14,186125,2026,1,24,2005,직거래
11710,송파구,잠실동,푸르지오송파구,84.53,3,171535,2026,1,3,2005,중개거래
11710,송파구,잠실동,아이파크송파구,84.09,2,207282,2026,1,19,2018,중개거래
11710,송파구,문정동,래미안송파구,84.61,10,202956,2026,1,20,2018,직거래
11710,송파구,문정동,자이송파구,60.06,4,119599,2026,1,12,2018,중개거래
11710,송파구,잠실동,아이파크송파구,85.05,22,214874,2026,1,27,2018,중개거래
11710,송파구,문정동,힐스테이트송파구,59.45,1,147794,2026,1,6,2012,직거래
11710,송파구,잠실동,래미안송파구,59.18,24,140256,2026,1,17,2012,직거래
11710,송파구,문정동,힐스테이트송파구,84.81,25,164667,2026,1,19,2005,중개거래
11710,송파구,잠실동,힐스테이트송파구,59.21,15,139513,2026,1,22,2022,직거래
11710,송파구,잠실동,힐스테이트송파구,114.38,14,234012,2026,1,4,2018,직거래
11710,송파구,문정동,아이파크송파구,114.83,2,211395,2026,1,1,2012,직거래
11710,송파구,문정동,힐스테이트송파구,60.43,4,150346,2026,1,1,2022,직거래
11710,송파구,잠실동,아이파크송파구,59.16,18,134841,2026,1,27,2018,중개거래
11710,송파구,잠실동,푸르지오송파구,85.62,3,157382,2026,1,28,2018,직거래
11710,송파구,문정동,래미안송파구,114.31,13,271612,2026,1,1,2018,중개거래
11710,송파구,문정동,래미안송파구,114.42,14,276971,2026,1,28,2005,중개거래
11710,송파구,문정동,힐스테이트송파구,85.08,24,193259,2026,1,11,2012,직거래
11710,송파구,잠실동,힐스테이트송파구,59.05,12,139949,2026,1,24,2012,중개거래
11710,송파구,잠실동,래미안송파구,59.19,6,117056,2026,1,25,2022,직거래
11710,송파구,문정동,힐스테이트송파구,115.02,5,253505,2026,1,15,2005,직거래
11710,송파구,잠실동,힐스테이트송파구,85.16,17,214328,2026,1,3,2018,직거래
11710,송파구,문정동,래미안송파구,83.98,21,179023,2026,1,28,2005,직거래
11710,송파구,잠실동,푸르지오송파구,85.06,19,226159,2026,1,21,2012,직거래
11710,송파구,잠실동,푸르지오송파구,114.45,4,221551,2026,1,26,2018,중개거래
11710,송파구,문정동,푸르지오송파구,114.79,17,210669,2026,1,17,2012,직거래
11710,송파구,문정동,아이파크송파구,85.74,2,184218,2026,1,26,2018,중개거래
11710,송파구,문정동,힐스테이트송파구,84.09,24,202700,2026,1,28,2012,직거래
11710,송파구,문정동,힐스테이트송파구,60.07,21,115763,2026,1,23,2022,중개거래
11710,송파구,문정동,힐스테이트송파구,114.92,5,215613,2026,1,22,2005,직거래
11710,송파구,잠실동,자이송파구,114.22,11,242878,2026,1,25,2022,중개거래
11710,송파구,문정동,래미안송파구,60.9,17,118112,2026,1,25,2005,직거래
11710,송파구,잠실동,자이송파구,113.76,23,243342,2026,1,25,2012,직거래
11710,송파구,잠실동,푸르지오송파구,59.72,20,143853,2026,1,10,2022,중개거래
11710,송파구,문정동,자이송파구,113.98,12,304212,2026,1,22,2022,직거래
11710,송파구,문정동,자이송파구,85.46,7,192500,2026,1,26,2012,직거래
11680,강남구,대치동,래미안강남구,60.18,23,209080,2026,2,28,2005,직거래
11680,강남구,대치동,자이강남구,60.43,14,173591,2026,2,3,2012,직거래
11680,강남구,역삼동,아이파크강남구,85.76,12,258560,2026,2,8,2022,중개거래
11680,강남구,개포동,힐스테이트강남구,84.35,5,246188,2026,2,5,2005,직거래
11680,강남구,대치동,푸르지오강남구,85.29,15,233597,2026,2,20,2005,중개거래
11680,강남구,대치동,아이파크강남구,59.41,17,204077,2026,2,14,2005,직거래
11680,강남구,역삼동,아이파크강남구,59.5,15,157547,2026,2,3,2005,직거래
11680,강남구,대치동,자이강남구,114.57,23,370291,2026,2,5,2018,직거래
11680,강남구,역삼동,자이강남구,60.13,22,170802,2026,2,22,2005,직거래
11680,강남구,대치동,아이파크강남구,60.81,1,191181,2026,2,13,2022,중개거래
11680,강남구,대치동,래미안강남구,114.27,12,339770,2026,2,26,2005,직거래
11680,강남구,대치동,힐스테이트강남구,60.37,5,194876,2026,2,2,2018,직거래
11680,강남구,역삼동,푸르지오강남구,113.85,21,384715,2026,2,6,2012,중개거래
11680,강남구,역삼동,자이강남구,115.05,2,351793,2026,2,26,2012,중개거래
11680,강남구,대치동,푸르지오강남구,85.77,9,267196,2026,2,2,2012,직거래
11680,강남구,대치동,힐스테이트강남구,85.62,9,226716,2026,2,4,2018,직거래
11680,강남구,역삼동,힐스테이트강남구,85.39,6,298395,2026,2,16,2022,직거래
11680,강남구,역삼동,래미안강남구,114.03,14,305907,2026,2,20,2012,직거래
11680,강남구,역삼동,힐스테이트강남구,84.11,15,246253,2026,2,20,2022,중개거래
11680,강남구,대치동,힐스테이트강남구,114.39,20,348554,2026,2,14,2018,중개거래
11680,강남구,대치동,자이강남구,60.24,1,181101,2026,2,5,2022,중개거래
11680,강남구,역삼동,힐스테이트강남구,59.03,13,199448,2026,2,19,2005,중개거래
11680,강남구,역삼동,래미안강남구,114.4,19,339877,2026,2,5,2018,직거래
11680,강남구,개포동,래미안강남구,85.2,24,242784,2026,2,6,2022,직거래
11680,강남구,대치동,푸르지오강남구,113.74,7,383853,2026,2,20,2018,직거래
11680,강남구,역삼동,자이강남구,59.15,23,204218,2026,2,15,2005,직거래
11680,강남구,대치동,힐스테이트강남구,114.19,10,304322,2026,2,28,2012,중개거래
11680,강남구,개포동,자이강남구,84.92,8,231091,2026,2,26,2022,중개거래
11680,강남구,대치동,자이강남구,85.01,20,252381,2026,2,3,2005,직거래
11680,강남구,대치동,푸르지오강남구,85.9,25,285088,2026,2,14,2005,중개거래
11680,강남구,대치동,아이파크강남구,85.18,12,259811,2026,2,5,2012,중개거래
11680,강남구,개포동,아이파크강남구,84.91,5,294471,2026,2,10,2012,중개거래
11680,강남구,대치동,힐스테이트강남구,85.77,3,242339,2026,2,9,2012,직거래
11680,강남구,개포동,아이파크강남구,60.15,21,193348,2026,2,6,2012,중개거래
11680,강남구,역삼동,아이파크강남구,114.75,2,401850,2026,2,27,2005,중개거래
11680,강남구,역삼동,자이강남구,60.8,25,204948,2026,2,19,2022,중개거래
11680,강남구,대치동,힐스테이트강남구,85.68,16,269506,2026,2,8,2022,직거래
11680,강남구,역삼동,푸르지오강남구,84.05,16,223554,2026,2,15,2012,직거래
11680,강남구,역삼동,힐스테이트강남구,113.79,13,393873,2026,2,5,2018,중개거래
11680,강남구,역삼동,자이강남구,84.38,5,229735,2026,2,4,2005,직거래
11650,서초구,반포동,힐스테이트서초구,85.63,19,241312,2026,2,24,2018,중개거래
11650,서초구,서초동,힐스테이트서초구,59.9,16,174581,2026,2,1,2005,직거래
11650,서초구,서초동,래미안서초구,114.41,2,302137,2026,2,10,2022,직거래
11650,서초구,서초동,자이서초구,84.97,9,275923,2026,2,24,2018,직거래
11650,서초구,반포동,힐스테이트서초구,83.99,18,205873,2026,2,10,2005,직거래
11650,서초구,반포동,자이서초구,114.4,4,337465,2026,2,13,2018,직거래
11650,서초구,반포동,아이파크서초구,115.38,17,364013,2026,2,13,2005,중개거래
11650,서초구,서초동,아이파크서초구,59.17,15,161725,2026,2,5,2012,직거래
11650,서초구,서초동,아이파크서초구,114.14,11,318779,2026,2,17,2022,직거래
11650,서초구,반포동,푸르지오서초구,85.53,19,236781,2026,2,10,2005,직거래
11650,서초구,반포동,래미안서초구,85.83,19,273201,2026,2,16,2012,직거래
11650,서초구,반포동,자이서초구,60.54,1,159967,2026,2,15,2018,직거래
11650,서초구,서초동,래미안서초구,59.73,23,155519,2026,2,5,2012,직거래
11650,서초구,반포동,푸르지오서초구,114.46,18,317826,2026,2,11,2018,직거래
11650,서초구,서초동,아이파크서초구,114.47,10,384308,2026,2,8,2018,직거래
11650,서초구,서초동,푸르지오서초구,113.91,12,353703,2026,2,18,2018,직거래
11650,서초구,서초동,힐스테이트서초구,60.05,25,176729,2026,2,26,2012,직거래
11650,서초구,서초동,푸르지오서초구,59.48,21,185214,2026,2,9,2022,중개거래
11650,서초구,서초동,자이서초구,60.56,4,161752,2026,2,20,2012,중개거래
11650,서초구,반포동,래미안서초구,60.24,4,176564,2026,2,14,2018,직거래
11650,서초구,반포동,푸르지오서초구,60.26,21,152913,2026,2,16,2022,중개거래
11650,서초구,반포동,아이파크서초구,84.54,8,257507,2026,2,18,2005,중개거래
11650,서초구,반포동,푸르지오서초구,85.66,16,220653,2026,2,6,2018,중개거래
11650,서초구,서초동,힐스테이트서초구,59.5,15,178655,2026,2,21,2022,중개거래
11650,서초구,반포동,힐스테이트서초구,114.44,6,296711,2026,2,24,2022,직거래
11650,서초구,서초동,아이파크서초구,113.87,22,357174,2026,2,25,2012,중개거래
11650,서초구,서초동,아이파크서초구,115.21,11,379859,2026,2,3,2022,중개거래
11650,서초구,반포동,래미안서초구,60.86,9,175131,2026,2,13,2012,직거래
11650,서초구,반포동,힐스테이트서초구,85.81,21,231848,2026,2,12,2012,중개거래
11650,서초구,서초동,아이파크서초구,113.74,23,307862,2026,2,25,2018,중개거래
11650,서초구,반포동,자이서초구,115.33,5,310824,2026,2,16,2012,직거래
11650,서초구,서초동,아이파크서초구,115.48,22,320291,2026,2,27,2012,중개거래
11650,서초구,반포동,아이파크서초구,115.01,15,376441,2026,2,17,2018,중개거래
11650,서초구,반포동,아이파크서초구,113.72,18,367190,2026,2,5,2012,직거래
11650,서초구,서초동,래미안서초구,114.38,17,352335,2026,2,15,2005,직거래
11650,서초구,반포동,아이파크서초구,59.93,15,171197,2026,2,22,2018,중개거래
11650,서초구,반포동,아이파크서초구,84.41,3,202835,2026,2,2,2022,직거래
11650,서초구,반포동,푸르지오서초구,113.63,2,385665,2026,2,10,2022,중개거래
11650,서초구,서초동,힐스테이트서초구,60.43,13,204158,2026,2,15,2022,직거래
11650,서초구,반포동,힐스테이트서초구,60.27,4,184520,2026,2,6,2022,중개거래
11710,송파구,잠실동,힐스테이트송파구,115.46,15,294571,2026,2,22,2022,직거래
11710,송파구,문정동,자이송파구,59.4,24,125415,2026,2,25,2005,중개거래
11710,송파구,잠실동,자이송파구,114.34,7,284639,2026,2,3,2005,중개거래
11710,송파구,잠실동,자이송파구,85.1,24,207033,2026,2,2,2022,직거래
11710,송파구,잠실동,자이송파구,59.98,17,148686,2026,2,10,2012,직거래
11710,송파구,문정동,자이송파구,114.7,10,275875,2026,2,5,2012,직거래
11710,송파구,잠실동,푸르지오송파구,84.45,18,194324,2026,2,16,2005,직거래
11710,송파구,문정동,푸르지오송파구,114.84,14,287936,2026,2,5,2018,직거래
11710,송파구,잠실동,힐스테이트송파구,60.41,23,134480,2026,2,5,2022,중개거래
11710,송파구,잠실동,푸르지오송파구,114.33,8,248641,2026,2,9,2012,직거래
11710,송파구,문정동,래미안송파구,113.66,18,250594,2026,2,24,2012,중개거래
11710,송파구,잠실동,래미안송파구,84.65,7,198469,2026,2,26,2012,직거래
11710,송파구,잠실동,자이송파구,60.64,7,127321,2026,2,24,2005,직거래
11710,송파구,문정동,자이송파구,60.29,18,146712,2026,2,11,2018,직거래
11710,송파구,문정동,힐스테이트송파구,84.97,17,180413,2026,2,16,2022,중개거래
11710,송파구,잠실동,힐스테이트송파구,114.44,11,292478,2026,2,14,2005,중개거래
11710,송파구,문정동,힐스테이트송파구,113.79,5,231531,2026,2,7,2018,중개거래
11710,송파구,문정동,힐스테이트송파구,85.04,25,171878,2026,2,27,2022,직거래
11710,송파구,잠실동,자이송파구,84.24,24,211894,2026,2,18,2022,중개거래
11710,송파구,잠실동,래미안송파구,115.48,22,307353,2026,2,2,2005,직거래
11710,송파구,잠실동,래미안송파구,60.59,7,121672,2026,2,17,2022,직거래
11710,송파구,문정동,푸르지오송파구,60.14,1,144330,2026,2,1,2022,중개거래
11710,송파구,문정동,래미안송파구,59.96,17,122751,2026,2,27,2022,중개거래
11710,송파구,잠실동,자이송파구,60.74,20,137989,2026,2,17,2018,직거래
11710,송파구,문정동,푸르지오송파구,85.49,19,159961,2026,2,8,2012,직거래
11710,송파구,잠실동,래미안송파구,115.16,13,215636,2026,2,13,2022,직거래
11710,송파구,잠실동,푸르지오송파구,60.17,14,146375,2026,2,21,2018,중개거래
11710,송파구,문정동,힐스테이트송파구,115.34,2,231459,2026,2,3,2018,중개거래
11710,송파구,잠실동,아이파크송파구,60.76,5,126560,2026,2,25,2022,중개거래
11710,송파구,문정동,아이파크송파구,84.22,11,169833,2026,2,13,2012,중개거래
11710,송파구,잠실동,푸르지오송파구,114.99,8,242777,2026,2,27,2005,직거래
11710,송파구,문정동,힐스테이트송파구,115.04,1,305928,2026,2,21,2018,직거래
11710,송파구,문정동,푸르지오송파구,84.36,6,193828,2026,2,22,2022,중개거래
11710,송파구,잠실동,래미안송파구,114.09,9,230669,2026,2,5,2022,중개거래
11710,송파구,잠실동,래미안송파구,114.28,10,242801,2026,2,15,2018,직거래
11710,송파구,문정동,아이파크송파구,59.17,18,116475,2026,2,17,2022,중개거래
11710,송파구,문정동,푸르지오송파구,59.08,1,135811,2026,2,10,2022,직거래
11710,송파구,잠실동,아이파크송파구,60.35,17,139020,2026,2,6,2022,중개거래
11710,송파구,잠실동,래미안송파구,59.44,6,121346,2026,2,14,2018,직거래
11710,송파구,문정동,자이송파구,84.87,24,158638,2026,2,21,2022,중개거래
